Time(ms),accX,accY,accZ,gyX,gyY,gyZ,Pressure
4140,-0.33,9.6,-1.43,0.0,-0.01,-0.02,-0.28
4160,-0.35,9.65,-1.47,0.0,-0.01,-0.01,-0.1
4180,-0.25,9.61,-1.54,-0.0,-0.02,-0.02,-0.1
4200,-0.24,9.65,-1.54,-0.0,-0.02,-0.02,-0.1
4220,-0.3,9.6,-1.52,-0.0,-0.01,-0.02,-0.1
4240,-0.18,9.62,-1.47,-0.0,-0.01,-0.02,-0.1
4260,-0.24,9.57,-1.61,0.0,-0.01,-0.03,-0.18
4280,-0.26,9.62,-1.43,0.0,0.0,-0.03,-0.18
4300,-0.3,9.62,-1.53,0.0,-0.01,-0.03,-0.18
4320,-0.25,9.66,-1.47,-0.0,-0.01,-0.02,-0.12
4340,-0.24,9.62,-1.48,-0.0,-0.02,-0.02,-0.12
4360,-0.27,9.58,-1.48,0.0,-0.02,-0.02,-0.15
4380,-0.22,9.62,-1.44,-0.0,-0.01,-0.02,-0.15
4400,-0.25,9.63,-1.51,-0.0,-0.0,-0.02,-0.15
4420,-0.2,9.61,-1.48,-0.0,-0.01,-0.03,-0.15
4440,-0.3,9.62,-1.46,0.01,-0.01,-0.03,-0.15
4460,-0.24,9.65,-1.42,0.0,-0.02,-0.02,-0.35
4480,-0.24,9.6,-1.46,0.01,-0.02,-0.02,-0.35
4500,-0.24,9.61,-1.54,0.0,-0.02,-0.02,-0.35
4520,-0.19,9.64,-1.47,0.01,-0.02,-0.02,0.05
4540,-0.23,9.55,-1.46,0.0,-0.02,-0.02,0.05
4560,-0.25,9.58,-1.51,0.01,-0.01,-0.02,-0.04
4580,-0.22,9.7,-1.45,0.0,-0.01,-0.02,-0.04
4600,-0.33,9.61,-1.37,0.0,-0.01,-0.02,-0.04
4620,-0.25,9.62,-1.46,0.01,-0.02,-0.02,-0.04
4640,-0.27,9.57,-1.54,0.0,-0.01,-0.03,-0.04
4660,-0.26,9.62,-1.4,0.0,-0.02,-0.02,-0.24
4680,-0.29,9.57,-1.38,0.0,-0.02,-0.02,-0.24
4700,-0.18,9.63,-1.47,0.01,-0.03,-0.02,-0.24
4720,-0.31,9.61,-1.47,0.01,-0.02,-0.02,-0.09
4740,-0.23,9.62,-1.39,0.01,-0.01,-0.02,-0.09
4760,-0.26,9.66,-1.39,0.01,-0.02,-0.02,-0.07
4780,-0.17,9.62,-1.45,0.01,-0.02,-0.01,-0.07
4800,-0.19,9.6,-1.42,0.01,-0.02,-0.01,-0.07
4820,-0.11,9.65,-1.42,0.01,-0.01,-0.02,-0.07
4840,-0.21,9.62,-1.41,0.02,-0.02,-0.03,-0.07
4860,-0.29,9.73,-1.49,0.01,-0.03,-0.03,-0.23
4880,-0.2,9.69,-1.45,0.01,-0.04,-0.02,-0.23
4900,-0.19,9.57,-1.5,0.02,-0.04,-0.03,-0.23
4920,-0.21,9.64,-1.45,0.01,-0.03,-0.03,0.01
4940,-0.16,9.66,-1.57,0.01,-0.03,-0.04,0.01
4960,-0.23,9.59,-1.42,0.01,-0.02,-0.04,-0.0
4980,-0.24,9.66,-1.51,0.01,-0.02,-0.04,-0.0
5000,-0.21,9.57,-1.45,0.01,-0.02,-0.04,-0.0
5020,-0.3,9.7,-1.52,0.01,-0.02,-0.04,-0.04
5040,-0.28,9.56,-1.52,0.01,-0.03,-0.04,-0.04
5060,-0.27,9.63,-1.48,0.01,-0.03,-0.04,-0.04
5080,-0.17,9.67,-1.32,0.01,-0.03,-0.04,-0.04
5100,-0.13,9.64,-1.5,0.01,-0.02,-0.05,-0.04
5120,-0.18,9.6,-1.47,0.01,-0.01,-0.06,-0.34
5140,-0.3,9.68,-1.53,0.01,-0.02,-0.06,-0.34
5160,-0.26,9.62,-1.48,0.01,-0.03,-0.05,-0.22
5180,-0.18,9.58,-1.41,0.01,-0.02,-0.05,-0.22
5200,-0.27,9.65,-1.41,0.01,-0.01,-0.06,-0.22
5220,-0.3,9.63,-1.42,0.02,-0.01,-0.06,-0.29
5240,-0.22,9.54,-1.47,0.01,-0.02,-0.05,-0.29
5260,-0.32,9.58,-1.41,0.02,-0.03,-0.05,-0.29
5280,-0.27,9.67,-1.47,0.01,-0.03,-0.05,-0.29
5300,-0.26,9.66,-1.39,0.01,-0.02,-0.05,-0.29
5320,-0.19,9.6,-1.4,0.02,-0.01,-0.06,-0.19
5340,-0.36,9.61,-1.47,0.02,-0.01,-0.05,-0.19
5360,-0.27,9.58,-1.43,0.01,-0.02,-0.05,-0.14
5380,-0.25,9.61,-1.47,0.01,-0.02,-0.05,-0.14
5400,-0.22,9.61,-1.41,0.02,-0.01,-0.05,-0.14
5420,-0.31,9.62,-1.47,0.01,-0.01,-0.05,-0.04
5440,-0.4,9.57,-1.47,0.01,-0.02,-0.05,-0.04
5460,-0.34,9.58,-1.5,0.02,-0.02,-0.04,-0.04
5480,-0.38,9.65,-1.52,0.02,-0.02,-0.04,-0.04
5500,-0.3,9.6,-1.49,0.01,-0.02,-0.04,-0.04
