Time(ms),accX,accY,accZ,gyX,gyY,gyZ,Pressure
5380,-7.34,17.86,-2.36,-0.07,3.02,4.37,-1.52
5400,-12.33,19.61,-3.7,-0.11,1.94,4.37,-1.52
5420,-18.17,19.52,-8.05,-0.47,0.22,4.37,-1.52
5440,-14.74,11.83,-6.12,-0.76,-0.44,4.37,-1.05
5460,-7.65,4.58,-4.02,0.33,0.42,2.03,-1.05
5480,-9.18,5.46,-8.21,1.22,2.68,-1.78,-1.05
5500,-15.83,11.76,-8.15,1.04,3.27,-3.88,-1.05
5520,-5.34,19.61,-5.22,-0.93,2.11,-2.63,-1.05
5540,10.53,13.29,14.6,0.23,-2.0,1.16,-0.11
5560,-3.8,10.8,-11.48,1.37,-1.57,-4.37,-0.11
5580,-2.41,11.08,3.6,1.0,-0.03,-3.66,-0.45
5600,-0.69,4.29,-6.12,1.55,2.3,-2.4,-0.45
5620,-1.19,8.93,-8.46,0.51,2.31,-2.65,-0.45
5640,-8.2,11.27,-6.0,0.43,1.02,-2.28,-0.66
5660,-8.14,9.48,-4.29,0.2,-1.59,-1.19,-0.66
5680,-3.92,10.82,-4.75,-0.05,-2.62,-0.25,-0.66
5700,1.51,10.44,-2.97,-0.2,-2.51,-0.22,-0.66
5720,4.94,9.47,-3.9,-0.16,-1.61,-0.71,-0.66
5740,1.8,9.86,-3.17,0.13,-0.4,-0.9,-0.74
5760,0.24,9.41,-3.42,0.14,-0.15,-0.88,-0.74
5780,0.58,9.28,-5.21,0.17,-0.51,-1.24,-1.11
5800,-0.13,8.23,-4.05,0.14,-0.99,-1.26,-1.11
5820,-1.86,9.49,-2.54,0.11,-1.71,-1.27,-1.11
5840,-0.23,11.82,-1.85,0.0,-2.04,-1.32,-0.95
5860,2.68,11.69,-2.53,-0.07,-1.89,-1.8,-0.95
5880,3.34,11.38,-2.16,-0.14,-1.05,-2.35,-0.95
5900,2.11,12.5,-1.62,-0.23,-0.39,-2.85,-0.95
5920,-0.11,13.7,-0.75,-0.22,-0.46,-3.08,-0.95
5940,1.08,14.66,-0.6,-0.35,-0.93,-3.2,-1.16
5960,5.62,15.63,-1.19,-0.3,-1.53,-3.4,-1.16
5980,8.76,18.39,-3.5,-0.22,-2.51,-3.67,-1.14
6000,9.24,19.61,-4.89,-0.34,-3.61,-3.28,-1.14
6020,7.97,14.82,-6.67,-0.06,-3.82,-3.34,-1.14
6040,0.21,11.26,-11.5,-0.1,-2.0,-4.37,-1.88
6060,-6.21,10.62,-10.02,0.62,1.85,-4.37,-1.88
6080,-8.45,9.07,-10.33,0.64,3.62,-2.9,-1.88
6100,-4.19,8.17,-6.66,-0.29,3.67,-0.28,-1.88
6120,-3.83,2.7,1.93,-0.8,1.33,2.03,-1.88
6140,-6.3,0.35,1.7,-0.63,-0.25,3.04,-1.87
6160,-6.03,0.94,2.46,-0.53,-0.62,3.97,-1.87
6180,-3.14,1.39,2.52,-0.68,-0.87,4.37,-1.22
6200,-0.72,0.37,2.62,-0.55,-0.38,4.37,-1.22
6220,1.56,1.93,-0.55,-0.11,0.77,4.37,-1.22
6240,0.18,5.43,0.14,0.32,1.46,4.37,-1.43
6260,-1.34,9.31,-1.61,0.54,1.65,4.37,-1.43
6280,-3.74,17.58,-1.41,0.6,2.05,4.37,-1.43
6300,-7.14,19.61,-3.38,0.44,2.8,4.37,-1.43
6320,-13.78,19.61,-7.37,0.2,3.06,4.37,-1.43
6340,-14.32,16.99,-6.88,-0.29,2.95,4.37,-1.45
6360,-8.63,6.15,-6.71,0.45,2.18,2.46,-1.45
6380,-16.31,5.08,-9.3,1.21,1.77,-1.02,-0.66
6400,-19.61,9.55,-6.15,0.82,0.6,-2.69,-0.66
6420,-4.99,19.61,-8.03,-0.15,-1.17,-2.88,-0.66
6440,16.78,19.61,15.85,-0.39,-3.91,1.95,-0.38
6460,3.22,7.79,-15.31,1.32,-2.35,-4.37,-0.38
6480,-3.62,13.46,4.73,0.72,0.93,-4.37,-0.38
6500,-1.32,2.14,-3.61,1.56,3.99,-2.61,-0.38
6520,-0.61,6.99,-8.47,1.03,3.7,-2.73,-0.38
6540,-9.96,13.1,-6.85,0.68,1.47,-2.82,-0.39
6560,-13.02,11.06,-4.45,0.29,-1.46,-1.01,-0.39
6580,-5.17,9.27,-4.25,0.1,-3.24,0.16,-1.09
6600,0.55,9.57,-3.79,0.03,-3.27,0.6,-1.09
6620,5.68,10.62,-4.85,-0.09,-2.52,0.13,-1.09
6640,7.48,8.98,-4.91,-0.07,-1.26,-0.69,-1.07
6660,6.85,7.59,-4.22,0.05,0.08,-1.42,-1.07
6680,0.68,7.43,-4.98,0.36,0.63,-1.4,-1.07
6700,-3.06,7.98,-4.53,0.39,-0.09,-1.18,-1.07
6720,-5.29,9.23,-3.94,0.28,-1.81,-1.11,-1.07
6740,-3.02,11.65,-2.88,0.04,-2.57,-0.8,-1.11
6760,2.15,11.54,-0.73,-0.14,-2.49,-0.84,-1.11
6780,5.87,11.23,-1.74,-0.08,-1.65,-1.54,-1.19
6800,5.14,11.72,-2.77,-0.05,-0.61,-2.38,-1.19
6820,1.96,12.97,-2.83,-0.11,0.03,-2.86,-1.19
6840,1.56,14.38,-1.0,-0.29,-0.33,-3.24,-1.16
6860,3.54,15.53,-0.07,-0.28,-1.3,-3.63,-1.16
6880,6.05,18.4,-0.62,-0.18,-2.45,-3.91,-1.16
6900,6.7,19.61,-2.59,-0.61,-3.91,-3.6,-1.16
6920,10.13,19.61,-3.04,-0.68,-4.37,-2.89,-1.16
6940,10.42,14.84,-6.02,-0.88,-4.37,-3.1,-1.43
6960,2.16,7.96,-14.31,0.2,1.47,-4.37,-1.43
6980,-10.19,9.77,-9.91,1.02,4.3,-4.37,-1.73
7000,-5.4,8.12,-11.24,0.52,4.37,-2.38,-1.73
7020,-3.33,5.1,-2.89,-0.51,3.81,1.01,-1.73
7040,-5.76,0.03,1.0,-0.8,1.57,2.8,-1.75
7060,-6.93,1.54,1.55,-0.66,0.99,3.44,-1.75
7080,-4.52,0.62,0.8,-0.83,-0.43,4.37,-1.75
7100,-1.56,0.62,-0.1,-0.89,-0.54,4.37,-1.75
7120,-0.26,1.88,-1.75,-0.98,-0.12,4.37,-1.75
7140,-2.26,5.17,0.29,-0.77,-0.0,4.37,-1.45
7160,-3.77,7.3,-0.65,-0.14,-0.63,4.37,-1.45
7180,-6.35,10.7,-1.98,0.39,-0.39,4.37,-1.72
7200,-4.99,14.63,-1.04,0.49,0.48,4.37,-1.72
7220,-6.88,19.61,-4.06,0.49,1.36,4.37,-1.72
7240,-12.79,19.61,-6.52,0.12,2.91,4.28,-1.34
7260,-14.21,7.98,-6.11,0.15,3.49,2.14,-1.34
7280,-13.35,4.09,-7.32,0.96,3.31,-0.92,-0.68
7300,-17.13,8.91,-7.21,1.17,2.96,-2.97,-0.68
7320,-10.5,16.23,-10.94,0.2,1.46,-3.36,-0.68
7340,14.59,19.61,17.16,-1.46,-2.09,3.16,-0.68
7360,6.75,9.09,-9.88,1.99,-3.86,-3.98,-0.68
7380,-4.7,14.94,9.47,0.67,-0.23,-4.37,-1.05
7400,-1.05,4.3,-10.99,1.92,2.82,-3.11,-1.05
7420,0.51,3.92,-8.57,0.49,2.76,-2.97,-1.05
7440,-9.59,11.05,-5.67,0.55,2.13,-2.91,-1.14
7460,-12.36,11.35,-3.4,0.41,-1.25,-1.65,-1.14
7480,-9.45,11.94,-2.52,0.07,-2.62,-0.19,-1.21
7500,-0.81,10.22,-4.04,-0.13,-2.77,0.4,-1.21
7520,3.01,10.51,-3.19,-0.16,-2.33,0.06,-1.21
7540,5.96,9.87,-4.3,-0.1,-1.2,-0.52,-1.21
7560,4.21,9.2,-3.24,0.11,-0.05,-1.13,-1.21
7580,-0.03,8.01,-5.05,0.31,0.18,-0.86,-0.95
7600,-1.02,8.18,-3.68,0.15,-0.76,-1.04,-0.95
7620,-1.36,8.1,-3.56,0.11,-1.76,-1.2,-0.95
7640,-0.24,10.01,-3.85,0.06,-1.93,-1.09,-1.15
7660,1.65,11.21,-2.94,-0.04,-1.73,-1.36,-1.15
7680,3.21,10.47,-0.91,-0.12,-1.11,-1.81,-1.29
7700,2.94,12.35,-1.16,-0.13,-0.58,-2.4,-1.29
7720,1.91,14.41,-1.16,-0.2,-0.2,-2.84,-1.29
7740,2.33,14.17,-0.29,-0.25,-0.54,-3.15,-1.29
7760,4.33,14.85,-1.05,-0.22,-1.04,-3.57,-1.29
7780,6.09,17.1,-1.56,-0.18,-1.83,-3.92,-1.12
7800,5.64,19.61,-3.28,-0.37,-3.1,-3.66,-1.12
7820,7.73,19.61,-3.87,-0.31,-4.37,-2.99,-1.12
7840,5.38,12.54,-5.3,-0.43,-4.37,-2.78,-1.28
7860,1.53,10.38,-13.84,-0.24,-1.27,-4.37,-1.28
7880,-10.22,11.88,-6.72,0.77,2.69,-4.37,-1.93
